shipment_id,warehouse_id,date,destination_region,delivery_days,sla_days,weight_kg,carrier,status,on_time
SH000325,WH03,2023-11-26,Sudeste,6,5,6.71,Jadlog,Entregue,0
SH000326,WH02,2023-10-04,Nordeste,3,10,4.9,Total Express,Em trânsito,1
SH000327,WH05,2023-11-07,Norte,9,7,1.43,Azul Cargo,Entregue,0
SH000328,WH04,2024-05-07,Norte,13,3,15.31,Total Express,Entregue,0
SH000329,WH07,2023-03-04,Norte,13,7,18.51,Azul Cargo,Entregue,0
SH000330,WH07,2023-01-31,Norte,10,7,4.52,Total Express,Entregue,0
SH000331,WH07,2023-03-17,Nordeste,3,7,17.94,Azul Cargo,Entregue,1
SH000332,WH05,2023-10-28,Norte,3,7,1.26,Correios,Em trânsito,1
SH000333,WH12,2023-01-28,Sudeste,11,3,6.76,Correios,Atrasado,0
SH000334,WH10,2023-12-04,Sul,7,10,3.89,Azul Cargo,Entregue,1
SH000335,WH04,2024-06-28,Sudeste,14,5,3.87,Total Express,Em trânsito,0
SH000336,WH08,2023-10-11,Norte,3,10,31.98,Azul Cargo,Entregue,1
SH000337,WH04,2023-02-09,Nordeste,4,5,17.97,Jadlog,Entregue,1
SH000338,WH05,2023-11-28,Norte,10,10,17.44,Correios,Entregue,1
SH000339,WH08,2023-12-10,Nordeste,4,10,8.16,Jadlog,Entregue,1
SH000340,WH03,2023-02-27,Sul,7,3,11.66,Azul Cargo,Entregue,0
SH000341,WH07,2024-06-08,Centro-Oeste,9,7,18.5,Correios,Entregue,0
SH000342,WH01,2023-03-25,Sudeste,6,3,3.72,Correios,Entregue,0
SH000343,WH02,2023-10-02,Sul,10,3,4.13,Total Express,Entregue,0
SH000344,WH12,2023-01-26,Norte,11,5,25.8,Azul Cargo,Entregue,0
SH000345,WH02,2023-06-28,Nordeste,8,5,3.12,Correios,Entregue,0
SH000346,WH11,2023-10-01,Nordeste,7,10,13.67,Correios,Entregue,1
SH000347,WH05,2024-04-25,Centro-Oeste,11,10,30.15,Azul Cargo,Entregue,0
SH000348,WH12,2023-06-20,Sul,4,7,36.51,Jadlog,Entregue,1
SH000349,WH02,2024-03-22,Sudeste,5,10,4.33,Correios,Entregue,1
SH000350,WH04,2023-01-23,Nordeste,12,3,35.99,Total Express,Entregue,0
SH000351,WH01,2023-11-27,Sudeste,5,10,1.78,Jadlog,Entregue,1
SH000352,WH06,2024-01-25,Norte,10,5,3.33,Total Express,Em trânsito,0
SH000353,WH10,2023-11-22,Nordeste,10,5,6.16,Azul Cargo,Entregue,0
SH000354,WH01,2023-08-23,Nordeste,2,10,17.1,Jadlog,Entregue,1
SH000355,WH02,2024-04-03,Sul,8,7,1.13,Total Express,Atrasado,0
SH000356,WH04,2023-04-10,Centro-Oeste,1,10,3.02,Jadlog,Entregue,1
SH000357,WH04,2023-12-10,Norte,6,10,7.77,Azul Cargo,Atrasado,1
SH000358,WH09,2024-05-05,Centro-Oeste,2,3,0.93,Jadlog,Entregue,1
SH000359,WH05,2023-09-23,Sul,6,7,5.22,Total Express,Entregue,1
SH000360,WH10,2023-06-01,Sudeste,12,10,11.44,Total Express,Entregue,0
SH000361,WH12,2023-04-27,Sul,4,3,17.77,Correios,Entregue,0
SH000362,WH04,2024-03-30,Sul,13,10,8.34,Total Express,Extraviado,0
SH000363,WH05,2024-03-07,Sul,8,10,7.14,Correios,Entregue,1
SH000364,WH07,2024-01-24,Nordeste,10,3,4.84,Azul Cargo,Extraviado,0
SH000365,WH09,2024-05-10,Norte,8,7,5.51,Correios,Em trânsito,0
SH000366,WH09,2023-06-24,Sudeste,6,3,9.31,Azul Cargo,Entregue,0
SH000367,WH01,2023-04-29,Centro-Oeste,13,10,6.05,Azul Cargo,Entregue,0
SH000368,WH04,2023-03-03,Sudeste,12,5,4.58,Correios,Entregue,0
SH000369,WH04,2023-01-10,Nordeste,3,7,11.72,Jadlog,Atrasado,1
SH000370,WH07,2023-03-22,Nordeste,2,5,68.36,Total Express,Entregue,1
SH000371,WH12,2023-06-17,Centro-Oeste,7,7,4.17,Total Express,Entregue,1
SH000372,WH06,2023-01-14,Nordeste,6,10,1.54,Correios,Entregue,1
SH000373,WH08,2023-01-10,Centro-Oeste,14,5,1.91,Jadlog,Entregue,0
SH000374,WH12,2024-01-02,Nordeste,14,5,11.2,Correios,Entregue,0
SH000375,WH04,2023-02-15,Sul,9,10,9.77,Jadlog,Entregue,1
SH000376,WH12,2023-12-16,Nordeste,1,3,1.35,Jadlog,Entregue,1
SH000377,WH08,2023-05-22,Centro-Oeste,3,10,6.33,Azul Cargo,Entregue,1
SH000378,WH11,2024-05-30,Centro-Oeste,6,10,23.11,Jadlog,Entregue,1
SH000379,WH06,2023-03-09,Centro-Oeste,13,7,7.8,Correios,Entregue,0
SH000380,WH02,2023-09-06,Norte,5,10,18.27,Azul Cargo,Entregue,1
SH000381,WH01,2024-01-23,Sudeste,13,10,0.57,Jadlog,Atrasado,0
SH000382,WH10,2023-03-11,Sudeste,2,3,8.11,Total Express,Entregue,1
SH000383,WH09,2024-02-26,Sul,5,3,20.85,Total Express,Entregue,0
SH000384,WH08,2024-03-18,Centro-Oeste,8,7,11.05,Correios,Entregue,0
SH000385,WH01,2024-01-21,Norte,14,10,1.46,Total Express,Entregue,0
SH000386,WH12,2023-11-14,Norte,9,10,25.92,Jadlog,Entregue,1
SH000387,WH04,2024-02-25,Norte,9,7,2.46,Correios,Entregue,0
SH000388,WH02,2023-10-04,Centro-Oeste,6,7,14.94,Total Express,Entregue,1
SH000389,WH02,2023-05-06,Norte,9,5,0.9,Azul Cargo,Entregue,0
SH000390,WH07,2024-05-22,Norte,14,5,9.28,Jadlog,Entregue,0
SH000391,WH10,2024-01-03,Sudeste,14,3,4.29,Azul Cargo,Entregue,0
SH000392,WH05,2023-03-13,Nordeste,5,7,44.98,Azul Cargo,Extraviado,1
SH000393,WH11,2023-03-12,Nordeste,2,3,27.59,Azul Cargo,Atrasado,1
SH000394,WH02,2023-07-12,Nordeste,6,10,6.97,Correios,Entregue,1
SH000395,WH01,2024-05-29,Centro-Oeste,9,10,23.08,Correios,Entregue,1
SH000396,WH01,2024-05-16,Sul,12,10,3.28,Correios,Entregue,0
SH000397,WH04,2023-10-14,Sul,9,10,8.82,Azul Cargo,Entregue,1
SH000398,WH04,2023-11-24,Sudeste,10,3,21.17,Azul Cargo,Entregue,0
SH000399,WH02,2023-04-25,Sul,1,10,13.84,Jadlog,Entregue,1
SH000400,WH02,2024-01-08,Sul,3,7,7.15,Total Express,Entregue,1
SH000401,WH04,2023-01-25,Nordeste,7,10,9.2,Total Express,Entregue,1
SH000402,WH08,2024-05-17,Nordeste,11,10,4.12,Jadlog,Entregue,0
SH000403,WH06,2024-04-17,Centro-Oeste,3,10,9.95,Azul Cargo,Entregue,1
SH000404,WH01,2023-09-10,Sul,9,10,1.75,Total Express,Entregue,1
SH000405,WH08,2024-01-07,Centro-Oeste,6,3,16.97,Correios,Entregue,0
SH000406,WH05,2023-09-14,Norte,2,5,63.44,Total Express,Entregue,1
SH000407,WH10,2023-12-02,Sudeste,7,10,0.64,Jadlog,Entregue,1
SH000408,WH11,2024-05-23,Sudeste,7,10,18.87,Azul Cargo,Em trânsito,1
SH000409,WH06,2023-05-02,Norte,7,7,21.97,Total Express,Atrasado,1
SH000410,WH07,2024-01-22,Sudeste,13,10,0.41,Correios,Em trânsito,0
SH000411,WH10,2023-02-17,Sul,2,7,10.55,Total Express,Entregue,1
SH000412,WH06,2023-09-27,Centro-Oeste,12,5,26.79,Correios,Entregue,0
SH000413,WH03,2023-06-19,Sul,6,10,10.07,Azul Cargo,Extraviado,1
SH000414,WH10,2023-08-29,Sudeste,4,7,10.65,Azul Cargo,Entregue,1
SH000415,WH02,2023-12-01,Sul,2,7,64.89,Total Express,Entregue,1
SH000416,WH02,2023-12-14,Sudeste,1,5,27.39,Total Express,Entregue,1
SH000417,WH03,2023-07-10,Centro-Oeste,3,3,12.08,Total Express,Entregue,1
SH000418,WH06,2023-08-19,Sudeste,11,3,8.66,Correios,Extraviado,0
SH000419,WH01,2023-12-13,Norte,6,5,2.56,Jadlog,Entregue,0
SH000420,WH03,2023-11-30,Sudeste,5,5,22.3,Correios,Entregue,1
SH000421,WH12,2024-03-14,Norte,9,3,4.04,Correios,Entregue,0
SH000422,WH02,2023-01-17,Centro-Oeste,5,10,0.08,Total Express,Entregue,1
SH000423,WH11,2023-11-07,Sudeste,2,5,0.69,Total Express,Entregue,1
SH000424,WH04,2024-03-15,Centro-Oeste,7,7,2.63,Total Express,Entregue,1
SH000425,WH01,2024-01-21,Nordeste,6,3,20.15,Azul Cargo,Entregue,0
SH000426,WH11,2023-11-12,Nordeste,5,5,44.05,Azul Cargo,Entregue,1
SH000427,WH03,2023-06-07,Sudeste,12,10,15.13,Total Express,Entregue,0
SH000428,WH11,2023-10-12,Nordeste,13,7,2.18,Correios,Em trânsito,0
SH000429,WH04,2024-05-26,Sul,11,5,24.03,Total Express,Atrasado,0
SH000430,WH05,2023-12-06,Sul,12,5,19.93,Jadlog,Entregue,0
SH000431,WH04,2024-01-20,Norte,11,3,22.68,Total Express,Entregue,0
SH000432,WH05,2024-04-27,Nordeste,10,5,2.4,Total Express,Entregue,0
SH000433,WH01,2024-03-29,Norte,5,7,8.72,Correios,Em trânsito,1
SH000434,WH08,2024-04-11,Nordeste,6,5,11.81,Azul Cargo,Em trânsito,0
SH000435,WH02,2023-01-10,Sul,5,3,13.59,Total Express,Entregue,0
SH000436,WH06,2024-02-01,Nordeste,5,7,13.86,Azul Cargo,Entregue,1
SH000437,WH02,2023-12-18,Sul,9,3,0.16,Azul Cargo,Atrasado,0
SH000438,WH11,2023-08-10,Sul,6,3,38.55,Total Express,Extraviado,0
SH000439,WH02,2023-07-17,Centro-Oeste,9,3,10.39,Jadlog,Entregue,0
SH000440,WH08,2024-04-05,Sul,12,10,2.59,Total Express,Entregue,0
SH000441,WH03,2023-05-01,Sul,3,5,17.44,Correios,Em trânsito,1
SH000442,WH12,2023-07-10,Norte,7,5,0.67,Azul Cargo,Entregue,0
SH000443,WH08,2023-08-16,Nordeste,8,10,2.17,Correios,Entregue,1
SH000444,WH02,2024-02-16,Sudeste,10,5,6.06,Azul Cargo,Entregue,0
SH000445,WH01,2023-06-26,Sudeste,1,10,9.94,Azul Cargo,Em trânsito,1
SH000446,WH01,2023-05-24,Sul,3,7,6.49,Azul Cargo,Em trânsito,1
SH000447,WH07,2024-02-13,Nordeste,13,3,4.34,Correios,Entregue,0
SH000448,WH08,2024-06-07,Centro-Oeste,13,10,16.03,Total Express,Entregue,0
SH000449,WH01,2023-06-19,Sudeste,7,7,0.08,Total Express,Extraviado,1
SH000450,WH12,2023-10-12,Norte,3,5,13.61,Correios,Entregue,1
SH000451,WH03,2023-12-13,Norte,8,7,35.92,Correios,Em trânsito,0
SH000452,WH12,2024-04-08,Norte,5,3,1.96,Correios,Entregue,0
SH000453,WH04,2023-10-16,Centro-Oeste,6,7,23.23,Jadlog,Entregue,1
SH000454,WH12,2023-08-16,Centro-Oeste,1,7,2.46,Azul Cargo,Atrasado,1
SH000455,WH08,2024-05-06,Centro-Oeste,10,7,6.55,Total Express,Entregue,0
SH000456,WH07,2024-01-28,Nordeste,9,10,44.29,Jadlog,Atrasado,1
SH000457,WH05,2023-04-26,Nordeste,13,5,18.54,Correios,Extraviado,0
SH000458,WH12,2024-01-30,Nordeste,10,5,5.34,Jadlog,Entregue,0
SH000459,WH07,2023-12-11,Centro-Oeste,7,3,5.16,Jadlog,Entregue,0
SH000460,WH02,2023-10-16,Sudeste,5,3,4.66,Correios,Entregue,0
SH000461,WH07,2023-08-14,Sudeste,10,10,5.4,Azul Cargo,Entregue,1
SH000462,WH11,2023-11-11,Sudeste,12,10,44.7,Jadlog,Entregue,0
SH000463,WH01,2024-06-20,Nordeste,5,5,5.0,Correios,Entregue,1
SH000464,WH06,2024-02-15,Nordeste,4,10,7.07,Jadlog,Atrasado,1
SH000465,WH08,2024-05-12,Sudeste,1,5,2.86,Total Express,Entregue,1
SH000466,WH07,2024-04-25,Centro-Oeste,1,7,12.22,Total Express,Entregue,1
SH000467,WH05,2023-08-11,Sudeste,1,7,21.46,Total Express,Entregue,1
SH000468,WH11,2023-03-18,Sudeste,13,5,4.04,Correios,Entregue,0
SH000469,WH03,2023-02-10,Sul,3,10,2.87,Correios,Entregue,1
SH000470,WH12,2023-08-10,Nordeste,4,7,7.2,Azul Cargo,Entregue,1
SH000471,WH07,2023-07-29,Sul,4,3,13.85,Azul Cargo,Entregue,0
SH000472,WH09,2024-02-09,Sul,12,5,6.26,Total Express,Entregue,0
SH000473,WH11,2023-12-18,Norte,14,7,1.92,Total Express,Entregue,0
SH000474,WH10,2024-04-04,Sul,5,3,2.39,Azul Cargo,Entregue,0
SH000475,WH07,2023-02-26,Centro-Oeste,12,5,4.07,Jadlog,Em trânsito,0
SH000476,WH01,2023-02-13,Sudeste,12,5,21.59,Total Express,Entregue,0
SH000477,WH10,2023-09-07,Norte,4,5,8.54,Jadlog,Entregue,1
SH000478,WH11,2023-03-21,Centro-Oeste,5,7,10.64,Total Express,Entregue,1
SH000479,WH07,2023-07-10,Norte,5,7,2.7,Correios,Extraviado,1
SH000480,WH10,2023-08-11,Norte,14,10,12.75,Correios,Entregue,0
SH000481,WH02,2023-05-10,Norte,3,5,21.9,Azul Cargo,Entregue,1
SH000482,WH07,2024-04-29,Sul,12,10,2.68,Total Express,Atrasado,0
SH000483,WH12,2023-05-26,Centro-Oeste,6,10,0.72,Total Express,Entregue,1
SH000484,WH12,2023-05-22,Norte,11,10,13.09,Jadlog,Entregue,0
SH000485,WH05,2023-11-14,Norte,4,5,20.31,Total Express,Em trânsito,1
SH000486,WH06,2023-01-24,Sudeste,12,7,13.83,Correios,Entregue,0
SH000487,WH06,2023-09-14,Sul,1,7,6.71,Correios,Entregue,1
SH000488,WH10,2023-02-15,Nordeste,6,7,12.72,Total Express,Extraviado,1
SH000489,WH03,2024-06-10,Centro-Oeste,8,5,69.45,Correios,Entregue,0
SH000490,WH09,2024-01-27,Sudeste,1,7,11.73,Correios,Entregue,1
SH000491,WH03,2024-05-21,Nordeste,3,10,9.01,Azul Cargo,Entregue,1
SH000492,WH02,2023-10-13,Nordeste,5,10,9.31,Jadlog,Entregue,1
SH000493,WH02,2023-09-14,Centro-Oeste,7,5,7.6,Jadlog,Entregue,0
SH000494,WH07,2023-04-14,Centro-Oeste,11,5,13.97,Total Express,Entregue,0
SH000495,WH11,2023-05-11,Nordeste,9,5,22.35,Correios,Entregue,0
SH000496,WH12,2024-03-24,Sul,10,3,15.31,Correios,Em trânsito,0
SH000497,WH07,2023-11-23,Centro-Oeste,13,5,3.06,Azul Cargo,Entregue,0
SH000498,WH02,2024-01-09,Norte,8,5,5.48,Correios,Entregue,0
SH000499,WH04,2023-09-24,Sul,2,5,10.73,Jadlog,Em trânsito,1
SH000500,WH05,2024-03-27,Centro-Oeste,13,10,59.81,Total Express,Entregue,0
SH000501,WH02,2023-03-23,Norte,9,7,0.85,Azul Cargo,Entregue,0
SH000502,WH08,2024-01-30,Centro-Oeste,2,7,2.51,Total Express,Entregue,1
SH000503,WH06,2023-04-17,Centro-Oeste,14,3,17.88,Total Express,Entregue,0
SH000504,WH05,2024-03-13,Sul,10,5,2.56,Azul Cargo,Extraviado,0
SH000505,WH08,2024-06-04,Norte,6,10,13.4,Azul Cargo,Entregue,1
SH000506,WH06,2024-06-15,Nordeste,4,7,62.1,Jadlog,Em trânsito,1
SH000507,WH09,2023-12-19,Sudeste,10,3,12.29,Correios,Entregue,0
SH000508,WH11,2023-06-29,Nordeste,8,3,7.83,Azul Cargo,Entregue,0
SH000509,WH07,2024-05-24,Norte,4,5,21.45,Correios,Entregue,1
SH000510,WH08,2023-06-19,Sudeste,9,5,17.73,Correios,Entregue,0
SH000511,WH10,2024-06-09,Sul,2,7,14.89,Azul Cargo,Entregue,1
SH000512,WH07,2023-01-15,Sudeste,4,5,1.5,Azul Cargo,Entregue,1
SH000513,WH07,2023-02-02,Sul,7,7,11.99,Azul Cargo,Em trânsito,1
SH000514,WH08,2024-05-16,Sul,2,5,0.16,Correios,Entregue,1
SH000515,WH06,2024-01-22,Nordeste,1,7,0.7,Total Express,Entregue,1
SH000516,WH10,2023-09-20,Sudeste,2,3,0.47,Jadlog,Em trânsito,1
SH000517,WH04,2023-10-29,Sul,14,3,1.38,Azul Cargo,Entregue,0
SH000518,WH09,2024-02-28,Sudeste,2,3,6.8,Jadlog,Atrasado,1
SH000519,WH08,2023-02-10,Norte,6,10,35.07,Total Express,Entregue,1
SH000520,WH04,2023-09-01,Nordeste,3,3,0.93,Jadlog,Entregue,1
SH000521,WH03,2023-02-22,Norte,7,5,15.33,Correios,Entregue,0
SH000522,WH09,2023-03-10,Sudeste,11,3,8.5,Total Express,Entregue,0
SH000523,WH12,2023-10-09,Centro-Oeste,14,3,3.87,Correios,Entregue,0
SH000524,WH05,2024-01-07,Sudeste,4,7,4.57,Correios,Atrasado,1
SH000525,WH11,2024-04-29,Sul,10,7,0.28,Correios,Em trânsito,0
SH000526,WH11,2023-09-15,Nordeste,2,5,14.46,Total Express,Entregue,1
SH000527,WH08,2023-11-02,Centro-Oeste,10,5,1.27,Jadlog,Entregue,0
SH000528,WH09,2023-05-05,Sudeste,2,10,0.42,Jadlog,Entregue,1
SH000529,WH06,2023-03-09,Nordeste,11,7,7.58,Azul Cargo,Entregue,0
SH000530,WH09,2024-01-11,Sul,2,7,7.79,Correios,Entregue,1
SH000531,WH10,2023-02-27,Sudeste,4,5,12.76,Correios,Em trânsito,1
SH000532,WH03,2023-02-27,Norte,8,7,14.71,Jadlog,Em trânsito,0
SH000533,WH06,2023-05-18,Centro-Oeste,10,3,8.53,Correios,Extraviado,0
SH000534,WH10,2023-05-23,Nordeste,11,5,14.77,Total Express,Entregue,0
SH000535,WH09,2023-10-01,Sudeste,12,7,3.46,Correios,Atrasado,0
SH000536,WH02,2023-05-20,Nordeste,3,5,1.86,Total Express,Entregue,1
SH000537,WH03,2023-07-19,Centro-Oeste,6,7,32.17,Azul Cargo,Entregue,1
SH000538,WH07,2023-11-22,Norte,14,5,5.61,Azul Cargo,Entregue,0
SH000539,WH05,2023-02-15,Sudeste,4,10,1.13,Jadlog,Atrasado,1
SH000540,WH09,2023-05-24,Centro-Oeste,12,3,21.06,Jadlog,Em trânsito,0
SH000541,WH11,2023-12-25,Sul,2,3,11.39,Correios,Em trânsito,1
SH000542,WH12,2023-04-26,Sudeste,13,7,10.76,Azul Cargo,Atrasado,0
SH000543,WH12,2024-02-17,Sul,3,3,1.71,Azul Cargo,Em trânsito,1
SH000544,WH01,2023-05-10,Norte,4,3,17.0,Correios,Entregue,0
SH000545,WH08,2024-01-11,Norte,12,7,2.73,Azul Cargo,Entregue,0
SH000546,WH11,2023-11-01,Sudeste,11,3,0.52,Azul Cargo,Entregue,0
SH000547,WH06,2023-02-18,Nordeste,11,7,2.11,Jadlog,Atrasado,0
SH000548,WH02,2023-05-16,Nordeste,9,7,14.47,Azul Cargo,Em trânsito,0
SH000549,WH06,2023-07-01,Nordeste,11,3,18.79,Jadlog,Em trânsito,0
SH000550,WH01,2023-01-02,Nordeste,13,10,3.4,Correios,Entregue,0
SH000551,WH07,2024-05-03,Centro-Oeste,5,5,4.54,Jadlog,Entregue,1
SH000552,WH09,2023-06-23,Sudeste,7,10,2.13,Azul Cargo,Entregue,1
SH000553,WH03,2024-06-28,Nordeste,13,10,7.23,Correios,Entregue,0
SH000554,WH04,2024-06-05,Norte,1,10,2.98,Azul Cargo,Em trânsito,1
SH000555,WH06,2024-03-16,Sudeste,1,5,49.7,Azul Cargo,Entregue,1
SH000556,WH05,2023-03-23,Nordeste,6,7,17.48,Total Express,Entregue,1
SH000557,WH02,2023-06-29,Sul,7,7,10.91,Jadlog,Em trânsito,1
SH000558,WH08,2023-12-25,Sudeste,14,7,15.33,Correios,Em trânsito,0
SH000559,WH10,2023-02-21,Nordeste,1,10,2.19,Jadlog,Entregue,1
SH000560,WH10,2023-03-25,Centro-Oeste,4,10,16.33,Jadlog,Entregue,1
SH000561,WH10,2023-02-01,Sul,6,5,5.1,Azul Cargo,Entregue,0
SH000562,WH11,2024-01-19,Sul,2,10,7.61,Jadlog,Entregue,1
SH000563,WH11,2024-03-11,Norte,9,3,25.98,Jadlog,Entregue,0
SH000564,WH08,2023-10-11,Nordeste,14,10,34.63,Correios,Em trânsito,0
SH000565,WH02,2023-10-09,Nordeste,10,7,17.56,Azul Cargo,Entregue,0
SH000566,WH02,2024-02-27,Sudeste,2,3,17.51,Correios,Entregue,1
SH000567,WH10,2024-06-06,Norte,10,5,16.38,Jadlog,Entregue,0
SH000568,WH07,2023-08-23,Sul,5,3,11.81,Azul Cargo,Entregue,0
SH000569,WH03,2023-03-03,Centro-Oeste,1,10,2.61,Total Express,Entregue,1
SH000570,WH09,2024-02-23,Nordeste,6,7,10.65,Jadlog,Entregue,1
SH000571,WH11,2023-04-22,Sul,11,7,0.7,Jadlog,Em trânsito,0
SH000572,WH06,2023-01-14,Nordeste,3,7,0.37,Correios,Entregue,1
SH000573,WH03,2023-05-17,Nordeste,14,7,21.84,Total Express,Atrasado,0
SH000574,WH06,2023-01-07,Centro-Oeste,13,3,9.33,Azul Cargo,Entregue,0
SH000575,WH08,2023-01-23,Centro-Oeste,12,7,0.2,Azul Cargo,Entregue,0
SH000576,WH07,2023-11-09,Centro-Oeste,6,10,3.82,Jadlog,Entregue,1
SH000577,WH07,2024-03-30,Sudeste,12,5,13.78,Correios,Entregue,0
SH000578,WH05,2023-07-12,Centro-Oeste,9,5,33.63,Total Express,Atrasado,0
SH000579,WH10,2023-05-28,Centro-Oeste,11,10,22.3,Jadlog,Entregue,0
SH000580,WH04,2023-12-21,Centro-Oeste,8,3,7.07,Correios,Entregue,0
SH000581,WH11,2023-09-01,Centro-Oeste,14,7,4.04,Jadlog,Entregue,0
SH000582,WH12,2023-01-08,Norte,2,3,4.45,Jadlog,Em trânsito,1
SH000583,WH08,2023-01-19,Sudeste,9,10,15.87,Azul Cargo,Em trânsito,1
SH000584,WH09,2024-06-29,Nordeste,12,7,19.58,Correios,Entregue,0
SH000585,WH02,2024-04-08,Sudeste,1,5,5.46,Azul Cargo,Entregue,1
SH000586,WH11,2023-09-20,Sudeste,3,10,11.7,Azul Cargo,Entregue,1
SH000587,WH05,2023-01-21,Sudeste,10,3,16.43,Total Express,Entregue,0
SH000588,WH07,2023-02-13,Centro-Oeste,10,5,22.43,Total Express,Entregue,0
SH000589,WH05,2023-10-08,Sudeste,12,3,12.29,Azul Cargo,Atrasado,0
SH000590,WH08,2023-05-10,Norte,4,5,23.97,Jadlog,Entregue,1
SH000591,WH08,2023-11-24,Nordeste,5,5,3.97,Azul Cargo,Entregue,1
SH000592,WH12,2023-04-16,Sudeste,7,10,14.4,Total Express,Entregue,1
SH000593,WH05,2024-03-24,Nordeste,3,10,6.17,Total Express,Entregue,1
SH000594,WH08,2024-04-06,Sul,6,7,31.68,Total Express,Entregue,1
SH000595,WH12,2024-01-27,Sul,12,10,2.96,Total Express,Em trânsito,0
SH000596,WH02,2023-02-04,Sudeste,8,10,18.58,Azul Cargo,Entregue,1
SH000597,WH12,2024-04-23,Norte,11,5,32.2,Jadlog,Entregue,0
SH000598,WH11,2023-05-31,Sul,5,5,13.77,Jadlog,Em trânsito,1
SH000599,WH05,2023-10-29,Sul,1,10,18.67,Jadlog,Entregue,1
SH000600,WH05,2023-03-12,Norte,5,10,26.08,Azul Cargo,Entregue,1
SH000601,WH11,2024-05-28,Centro-Oeste,3,3,4.44,Correios,Em trânsito,1
SH000602,WH09,2023-07-30,Sudeste,4,3,1.6,Jadlog,Entregue,0
SH000603,WH10,2023-04-02,Sul,13,7,33.08,Correios,Entregue,0
SH000604,WH12,2023-02-05,Norte,10,3,0.46,Jadlog,Entregue,0
SH000605,WH02,2024-03-11,Sul,7,3,7.95,Total Express,Entregue,0
SH000606,WH03,2024-04-25,Nordeste,3,3,4.67,Azul Cargo,Entregue,1
SH000607,WH10,2024-01-16,Sul,12,3,9.71,Azul Cargo,Entregue,0
SH000608,WH09,2024-06-13,Nordeste,1,3,54.47,Jadlog,Entregue,1
SH000609,WH06,2024-02-26,Centro-Oeste,8,7,0.56,Jadlog,Entregue,0
SH000610,WH06,2023-05-18,Norte,4,7,17.62,Total Express,Entregue,1
SH000611,WH10,2023-07-26,Centro-Oeste,3,3,0.3,Total Express,Entregue,1
SH000612,WH04,2023-11-11,Nordeste,6,5,3.63,Total Express,Entregue,0
SH000613,WH03,2024-04-09,Sul,10,7,14.67,Total Express,Entregue,0
SH000614,WH08,2023-04-28,Centro-Oeste,12,10,3.86,Jadlog,Em trânsito,0
SH000615,WH01,2023-11-20,Nordeste,4,3,11.32,Total Express,Entregue,0
SH000616,WH09,2023-08-07,Centro-Oeste,7,5,40.86,Jadlog,Entregue,0
SH000617,WH01,2023-09-20,Nordeste,11,5,24.93,Jadlog,Entregue,0
SH000618,WH02,2023-06-13,Sul,7,7,21.72,Azul Cargo,Entregue,1
SH000619,WH04,2023-08-09,Centro-Oeste,3,5,2.58,Azul Cargo,Entregue,1
SH000620,WH05,2023-10-31,Norte,2,10,3.81,Jadlog,Atrasado,1
SH000621,WH04,2024-06-02,Centro-Oeste,4,5,18.59,Jadlog,Entregue,1
SH000622,WH12,2023-08-27,Nordeste,10,10,15.73,Jadlog,Em trânsito,1
SH000623,WH12,2024-04-20,Sudeste,6,3,4.13,Azul Cargo,Entregue,0
SH000624,WH12,2024-06-04,Sul,11,3,6.72,Jadlog,Entregue,0
SH000625,WH10,2023-08-31,Centro-Oeste,10,3,12.55,Azul Cargo,Entregue,0
SH000626,WH10,2023-09-06,Nordeste,14,10,8.95,Total Express,Entregue,0
SH000627,WH08,2023-06-23,Norte,3,3,7.31,Azul Cargo,Entregue,1
SH000628,WH12,2023-03-25,Sul,9,3,1.27,Correios,Entregue,0
SH000629,WH12,2023-04-19,Sul,10,3,6.85,Jadlog,Entregue,0
SH000630,WH09,2023-03-31,Norte,7,5,58.19,Total Express,Entregue,0
SH000631,WH05,2023-05-11,Norte,12,3,5.02,Jadlog,Entregue,0
SH000632,WH02,2024-02-29,Nordeste,6,10,14.21,Jadlog,Entregue,1
SH000633,WH01,2023-01-21,Centro-Oeste,4,5,8.46,Azul Cargo,Entregue,1
SH000634,WH11,2024-06-24,Sul,4,3,19.0,Jadlog,Em trânsito,0
SH000635,WH09,2023-09-14,Sudeste,4,7,16.55,Azul Cargo,Entregue,1
SH000636,WH05,2023-05-29,Norte,9,10,34.68,Correios,Entregue,1
SH000637,WH03,2023-04-21,Norte,12,5,12.62,Jadlog,Atrasado,0
SH000638,WH04,2023-11-09,Sul,10,3,35.42,Jadlog,Entregue,0
SH000639,WH01,2023-06-21,Norte,3,10,0.51,Azul Cargo,Entregue,1
SH000640,WH08,2023-12-22,Norte,3,5,6.27,Jadlog,Entregue,1
SH000641,WH01,2024-04-27,Centro-Oeste,11,5,13.5,Azul Cargo,Entregue,0
SH000642,WH05,2024-03-04,Nordeste,7,3,7.85,Azul Cargo,Entregue,0
SH000643,WH01,2023-03-03,Nordeste,3,3,32.29,Correios,Entregue,1
SH000644,WH08,2024-02-11,Norte,10,5,1.82,Correios,Entregue,0
SH000645,WH05,2023-03-10,Sudeste,4,3,7.85,Jadlog,Entregue,0
SH000646,WH12,2023-11-19,Norte,8,7,23.27,Total Express,Entregue,0
SH000647,WH05,2023-09-22,Sudeste,5,5,17.0,Azul Cargo,Entregue,1
SH000648,WH07,2023-02-25,Sudeste,4,7,18.8,Azul Cargo,Entregue,1
