transaction_id,customer_id,date,amount,category,payment_method,status
T000409,C00927,2023-01-18,402.42,Esporte,Débito,Concluído
T000410,C00017,2023-01-04,101.13,Esporte,Boleto,Reembolsado
T000411,C01136,2022-03-15,84.53,Esporte,Débito,Concluído
T000412,C01639,2022-09-26,361.31,Moda,Boleto,Concluído
T000413,C00826,2022-01-15,680.05,Eletrônicos,Débito,Concluído
T000414,C01622,2022-11-25,616.16,Alimentação,Débito,Concluído
T000415,C00547,2024-03-05,36.96,Alimentação,Crédito,Concluído
T000416,C01054,2023-01-27,174.87,Moda,Boleto,Concluído
T000417,C01216,2023-12-11,24.37,Casa,Débito,Concluído
T000418,C00437,2023-03-10,810.89,Moda,Débito,Cancelado
T000419,C00179,2022-12-10,60.59,Esporte,Débito,Concluído
T000420,C00616,2022-07-14,54.98,Casa,Pix,Concluído
T000421,C00677,2022-02-05,549.3,Alimentação,Débito,Concluído
T000422,C01498,2022-07-24,859.34,Moda,Pix,Concluído
T000423,C00634,2024-03-30,299.03,Eletrônicos,Débito,Concluído
T000424,C01158,2023-10-13,32.24,Eletrônicos,Débito,Concluído
T000425,C00802,2024-02-15,166.31,Alimentação,Crédito,Concluído
T000426,C00312,2022-02-26,424.03,Casa,Crédito,Cancelado
T000427,C01760,2022-04-20,212.44,Esporte,Crédito,Cancelado
T000428,C00025,2023-11-17,35.56,Eletrônicos,Crédito,Concluído
T000429,C00371,2023-05-11,47.15,Eletrônicos,Boleto,Concluído
T000430,C00525,2023-12-19,499.04,Moda,Débito,Concluído
T000431,C01343,2022-08-13,187.18,Alimentação,Pix,Concluído
T000432,C00230,2023-01-21,305.91,Eletrônicos,Débito,Concluído
T000433,C01126,2022-03-05,116.73,Moda,Débito,Concluído
T000434,C01474,2024-02-03,190.08,Casa,Débito,Concluído
T000435,C00378,2024-02-18,944.19,Eletrônicos,Crédito,Concluído
T000436,C00888,2024-06-20,100.01,Alimentação,Débito,Concluído
T000437,C01925,2022-12-18,280.82,Moda,Débito,Concluído
T000438,C01227,2023-04-08,47.34,Casa,Boleto,Concluído
T000439,C01291,2024-04-23,32.45,Moda,Boleto,Concluído
T000440,C00462,2022-11-16,382.7,Esporte,Pix,Concluído
T000441,C00365,2022-12-23,464.65,Alimentação,Boleto,Concluído
T000442,C01758,2022-04-03,275.89,Alimentação,Crédito,Concluído
T000443,C00104,2023-11-26,43.05,Eletrônicos,Boleto,Concluído
T000444,C01135,2022-10-27,68.8,Moda,Pix,Concluído
T000445,C00428,2023-12-27,605.27,Casa,Pix,Reembolsado
T000446,C00469,2023-05-09,85.17,Eletrônicos,Boleto,Concluído
T000447,C01015,2023-10-16,427.12,Alimentação,Débito,Concluído
T000448,C01605,2023-08-18,84.2,Moda,Pix,Concluído
T000449,C00870,2023-01-24,701.12,Casa,Boleto,Concluído
T000450,C00770,2023-09-03,614.67,Alimentação,Boleto,Concluído
T000451,C00680,2024-03-03,11.06,Casa,Boleto,Cancelado
T000452,C00805,2023-03-10,367.87,Moda,Pix,Concluído
T000453,C00886,2022-04-12,46.42,Casa,Débito,Concluído
T000454,C00561,2024-04-20,60.6,Eletrônicos,Crédito,Concluído
T000455,C01274,2023-01-13,153.97,Eletrônicos,Boleto,Concluído
T000456,C01506,2023-08-06,214.69,Moda,Débito,Concluído
T000457,C00331,2024-06-03,98.56,Alimentação,Crédito,Concluído
T000458,C01956,2022-12-04,214.14,Esporte,Boleto,Concluído
T000459,C00587,2024-06-16,46.78,Esporte,Pix,Concluído
T000460,C00201,2024-06-02,5.65,Esporte,Crédito,Concluído
T000461,C00454,2024-02-17,211.71,Alimentação,Débito,Concluído
T000462,C01528,2023-05-07,182.15,Eletrônicos,Crédito,Concluído
T000463,C01570,2023-10-04,292.52,Eletrônicos,Débito,Concluído
T000464,C00826,2022-03-01,262.33,Eletrônicos,Débito,Concluído
T000465,C00111,2024-03-23,569.44,Moda,Débito,Concluído
T000466,C01957,2023-05-24,153.8,Eletrônicos,Boleto,Concluído
T000467,C00864,2023-01-27,2.1,Eletrônicos,Crédito,Cancelado
T000468,C01852,2022-04-29,249.0,Eletrônicos,Pix,Concluído
T000469,C00908,2024-02-14,281.08,Esporte,Boleto,Concluído
T000470,C01773,2023-04-16,184.27,Casa,Pix,Concluído
T000471,C01568,2022-11-24,292.24,Eletrônicos,Pix,Concluído
T000472,C01233,2022-01-21,97.74,Casa,Crédito,Cancelado
T000473,C01668,2022-04-07,40.28,Eletrônicos,Boleto,Concluído
T000474,C01642,2024-03-25,273.07,Esporte,Crédito,Concluído
T000475,C00033,2023-05-28,70.32,Esporte,Boleto,Concluído
T000476,C00555,2024-06-26,152.35,Casa,Boleto,Concluído
T000477,C01904,2023-12-16,169.13,Esporte,Crédito,Concluído
T000478,C00107,2023-10-02,162.14,Moda,Boleto,Cancelado
T000479,C01289,2022-12-16,228.11,Alimentação,Crédito,Concluído
T000480,C00226,2022-05-12,7.47,Alimentação,Débito,Concluído
T000481,C00487,2023-06-30,1143.48,Eletrônicos,Débito,Concluído
T000482,C00179,2023-08-22,314.97,Esporte,Pix,Concluído
T000483,C01246,2022-02-01,138.51,Alimentação,Crédito,Concluído
T000484,C01394,2022-09-16,53.09,Casa,Pix,Cancelado
T000485,C00637,2023-04-21,20.89,Casa,Boleto,Concluído
T000486,C00788,2024-04-15,278.83,Casa,Débito,Concluído
T000487,C00167,2024-04-04,95.3,Eletrônicos,Crédito,Concluído
T000488,C00663,2024-05-31,65.17,Alimentação,Pix,Concluído
T000489,C01577,2022-02-02,119.49,Alimentação,Boleto,Concluído
T000490,C00300,2024-06-17,224.69,Alimentação,Boleto,Concluído
T000491,C01405,2023-01-23,278.46,Casa,Crédito,Concluído
T000492,C00035,2024-03-08,259.03,Casa,Boleto,Cancelado
T000493,C00407,2024-04-17,497.43,Eletrônicos,Pix,Concluído
T000494,C01526,2023-07-15,61.72,Moda,Crédito,Concluído
T000495,C00314,2024-03-08,253.16,Alimentação,Pix,Concluído
T000496,C00816,2023-04-01,26.65,Eletrônicos,Crédito,Reembolsado
T000497,C00743,2023-08-17,198.48,Casa,Pix,Concluído
T000498,C00727,2022-05-24,219.24,Moda,Boleto,Concluído
T000499,C00826,2024-06-20,60.91,Esporte,Débito,Concluído
T000500,C01125,2024-03-02,124.27,Moda,Boleto,Concluído
T000501,C00569,2024-06-01,438.89,Eletrônicos,Boleto,Concluído
T000502,C01239,2023-08-27,40.16,Moda,Pix,Concluído
T000503,C01959,2022-08-12,142.51,Casa,Pix,Concluído
T000504,C01692,2022-08-05,674.77,Moda,Débito,Concluído
T000505,C00576,2022-06-05,175.35,Casa,Débito,Concluído
T000506,C00062,2024-02-28,322.87,Moda,Pix,Concluído
T000507,C01875,2023-06-04,438.42,Eletrônicos,Boleto,Concluído
T000508,C00369,2022-02-05,56.97,Esporte,Crédito,Concluído
T000509,C01392,2023-09-28,61.54,Alimentação,Débito,Concluído
T000510,C01598,2022-01-09,355.32,Moda,Boleto,Concluído
T000511,C00094,2022-02-09,349.9,Esporte,Crédito,Concluído
T000512,C01493,2023-04-14,15.52,Moda,Boleto,Concluído
T000513,C00984,2022-06-28,97.34,Esporte,Débito,Concluído
T000514,C01877,2023-10-03,127.1,Casa,Pix,Concluído
T000515,C01050,2023-05-16,441.58,Esporte,Pix,Concluído
T000516,C01459,2023-01-08,136.99,Alimentação,Débito,Concluído
T000517,C01145,2022-03-09,650.68,Esporte,Pix,Concluído
T000518,C00050,2023-10-28,1421.57,Alimentação,Crédito,Concluído
T000519,C00883,2023-02-28,379.36,Alimentação,Boleto,Concluído
T000520,C00764,2023-05-30,274.44,Esporte,Pix,Concluído
T000521,C00036,2022-12-30,124.35,Alimentação,Pix,Concluído
T000522,C01434,2024-06-08,17.35,Alimentação,Pix,Concluído
T000523,C01313,2024-02-16,212.82,Casa,Débito,Concluído
T000524,C01403,2023-03-27,112.24,Eletrônicos,Débito,Concluído
T000525,C00100,2023-05-31,108.04,Casa,Pix,Concluído
T000526,C01348,2024-02-13,290.96,Eletrônicos,Débito,Concluído
T000527,C00329,2022-11-25,155.74,Eletrônicos,Boleto,Concluído
T000528,C01672,2024-03-04,348.68,Casa,Crédito,Concluído
T000529,C00706,2024-06-16,126.95,Alimentação,Boleto,Cancelado
T000530,C00221,2023-01-05,40.88,Casa,Boleto,Concluído
T000531,C01815,2023-08-20,154.67,Alimentação,Crédito,Concluído
T000532,C01862,2024-05-03,754.05,Casa,Crédito,Concluído
T000533,C00567,2023-01-22,404.27,Casa,Boleto,Reembolsado
T000534,C01963,2023-07-01,57.59,Moda,Crédito,Cancelado
T000535,C00996,2022-04-24,124.11,Esporte,Boleto,Concluído
T000536,C01022,2023-07-25,657.05,Casa,Pix,Concluído
T000537,C00110,2022-02-07,33.01,Esporte,Débito,Concluído
T000538,C00149,2023-06-29,73.24,Alimentação,Crédito,Concluído
T000539,C00406,2023-01-12,76.03,Moda,Pix,Concluído
T000540,C01801,2023-02-03,211.54,Moda,Crédito,Concluído
T000541,C01698,2022-07-22,132.22,Eletrônicos,Débito,Concluído
T000542,C00699,2022-07-21,20.81,Esporte,Débito,Concluído
T000543,C01017,2022-04-10,248.01,Moda,Débito,Concluído
T000544,C01434,2023-02-02,26.08,Alimentação,Crédito,Concluído
T000545,C01153,2023-03-26,233.11,Eletrônicos,Boleto,Concluído
T000546,C01508,2024-03-23,176.82,Moda,Crédito,Concluído
T000547,C00108,2024-03-26,170.14,Alimentação,Crédito,Concluído
T000548,C00389,2022-04-28,17.47,Esporte,Pix,Concluído
T000549,C00425,2023-02-25,254.87,Alimentação,Pix,Concluído
T000550,C00447,2022-08-31,141.11,Alimentação,Boleto,Concluído
T000551,C00918,2023-06-25,132.38,Alimentação,Débito,Concluído
T000552,C01092,2022-08-15,226.86,Casa,Débito,Cancelado
T000553,C01968,2023-05-16,233.01,Moda,Crédito,Concluído
T000554,C01090,2024-05-01,3.79,Alimentação,Débito,Concluído
T000555,C00656,2022-08-01,33.45,Eletrônicos,Boleto,Concluído
T000556,C02000,2023-11-30,67.47,Casa,Débito,Concluído
T000557,C01589,2022-04-23,283.28,Alimentação,Pix,Concluído
T000558,C01664,2023-01-08,214.94,Alimentação,Débito,Concluído
T000559,C01528,2022-10-26,354.32,Moda,Crédito,Concluído
T000560,C01528,2023-11-04,337.35,Casa,Pix,Concluído
T000561,C00321,2022-01-19,479.64,Alimentação,Boleto,Concluído
T000562,C00719,2024-02-15,118.23,Alimentação,Crédito,Concluído
T000563,C01856,2023-11-02,105.8,Esporte,Crédito,Concluído
T000564,C00728,2022-01-11,444.49,Eletrônicos,Pix,Concluído
T000565,C00580,2022-01-08,67.82,Eletrônicos,Crédito,Concluído
T000566,C00447,2022-06-02,154.59,Moda,Débito,Concluído
T000567,C01598,2023-09-17,54.02,Casa,Débito,Concluído
T000568,C00210,2023-10-22,612.89,Alimentação,Pix,Concluído
T000569,C00849,2023-07-04,130.98,Casa,Débito,Concluído
T000570,C01863,2022-05-15,59.72,Moda,Crédito,Concluído
T000571,C00370,2023-01-08,294.42,Esporte,Pix,Concluído
T000572,C01965,2023-04-06,70.14,Moda,Pix,Cancelado
T000573,C01588,2022-08-23,718.39,Eletrônicos,Boleto,Concluído
T000574,C01652,2022-09-12,114.57,Esporte,Crédito,Concluído
T000575,C01917,2023-08-09,273.14,Alimentação,Crédito,Concluído
T000576,C01482,2022-11-24,105.87,Moda,Boleto,Concluído
T000577,C01919,2022-12-28,411.58,Casa,Boleto,Concluído
T000578,C00577,2023-01-09,568.07,Casa,Crédito,Concluído
T000579,C01666,2024-02-27,387.7,Eletrônicos,Boleto,Concluído
T000580,C00689,2022-07-28,471.79,Eletrônicos,Pix,Concluído
T000581,C00790,2022-09-24,26.86,Eletrônicos,Pix,Concluído
T000582,C00992,2023-10-18,644.47,Eletrônicos,Crédito,Concluído
T000583,C01949,2023-07-08,244.74,Alimentação,Pix,Concluído
T000584,C00163,2024-01-06,508.55,Esporte,Crédito,Concluído
T000585,C00977,2024-05-07,288.35,Eletrônicos,Boleto,Concluído
T000586,C01356,2023-05-21,56.36,Moda,Débito,Cancelado
T000587,C01688,2023-07-18,235.12,Alimentação,Pix,Concluído
T000588,C00350,2023-02-25,23.84,Esporte,Pix,Concluído
T000589,C01772,2022-11-04,297.45,Alimentação,Boleto,Concluído
T000590,C00670,2022-05-17,131.49,Casa,Pix,Concluído
T000591,C01492,2023-02-23,41.14,Alimentação,Crédito,Concluído
T000592,C00426,2022-07-14,968.56,Alimentação,Pix,Concluído
T000593,C00327,2022-04-05,578.37,Casa,Boleto,Concluído
T000594,C01130,2023-05-05,560.01,Casa,Crédito,Concluído
T000595,C01842,2024-06-21,388.76,Casa,Pix,Concluído
T000596,C00255,2022-09-15,294.4,Alimentação,Pix,Concluído
T000597,C00358,2022-01-25,266.11,Casa,Pix,Concluído
T000598,C01991,2022-08-20,28.04,Eletrônicos,Pix,Concluído
T000599,C00444,2022-11-28,577.07,Moda,Débito,Concluído
T000600,C00113,2023-08-29,532.43,Moda,Débito,Cancelado
T000601,C01054,2024-05-11,344.44,Casa,Boleto,Concluído
T000602,C00524,2022-08-09,655.4,Esporte,Débito,Concluído
T000603,C00689,2022-10-24,201.35,Alimentação,Boleto,Concluído
T000604,C00991,2022-07-22,148.39,Moda,Crédito,Concluído
T000605,C01874,2022-12-09,860.09,Eletrônicos,Débito,Concluído
T000606,C00046,2023-08-16,155.97,Esporte,Crédito,Concluído
T000607,C01195,2022-07-24,256.33,Esporte,Débito,Concluído
T000608,C01154,2024-06-10,116.73,Eletrônicos,Boleto,Concluído
T000609,C00757,2022-03-18,252.87,Alimentação,Crédito,Concluído
T000610,C01377,2023-07-04,318.33,Alimentação,Pix,Concluído
T000611,C01227,2023-12-08,244.98,Casa,Pix,Reembolsado
T000612,C01250,2022-02-11,180.68,Eletrônicos,Débito,Cancelado
T000613,C01104,2023-03-31,89.21,Eletrônicos,Crédito,Concluído
T000614,C01334,2022-07-01,258.1,Eletrônicos,Boleto,Concluído
T000615,C01059,2024-01-27,597.66,Casa,Boleto,Concluído
T000616,C00564,2022-07-14,1.73,Moda,Pix,Concluído
T000617,C00161,2023-08-13,35.95,Alimentação,Pix,Concluído
T000618,C01620,2024-04-11,31.89,Casa,Débito,Concluído
T000619,C00840,2023-01-23,641.65,Casa,Boleto,Concluído
T000620,C01459,2023-09-29,271.73,Casa,Crédito,Concluído
T000621,C00538,2022-05-21,758.04,Eletrônicos,Pix,Concluído
T000622,C00225,2022-01-27,218.56,Casa,Crédito,Concluído
T000623,C01470,2022-11-11,154.85,Moda,Boleto,Concluído
T000624,C01341,2022-11-17,392.97,Esporte,Crédito,Cancelado
T000625,C01690,2023-03-24,43.87,Casa,Boleto,Concluído
T000626,C01829,2024-03-03,120.05,Moda,Boleto,Concluído
T000627,C01438,2022-10-20,156.97,Eletrônicos,Crédito,Concluído
T000628,C00095,2024-01-24,88.62,Esporte,Crédito,Concluído
T000629,C01249,2022-08-24,116.02,Alimentação,Crédito,Cancelado
T000630,C01803,2023-12-16,20.33,Alimentação,Boleto,Concluído
T000631,C00949,2023-04-02,55.16,Eletrônicos,Débito,Concluído
T000632,C00553,2024-06-10,102.18,Eletrônicos,Boleto,Concluído
T000633,C00645,2024-04-18,397.27,Alimentação,Boleto,Concluído
T000634,C00066,2023-10-16,50.38,Eletrônicos,Débito,Cancelado
T000635,C01421,2023-08-29,106.41,Alimentação,Pix,Cancelado
T000636,C01983,2023-10-26,16.78,Eletrônicos,Crédito,Concluído
T000637,C01234,2024-02-04,203.61,Alimentação,Crédito,Concluído
T000638,C01498,2022-03-08,236.21,Moda,Pix,Concluído
T000639,C00665,2022-06-25,501.58,Eletrônicos,Crédito,Concluído
T000640,C00684,2023-05-25,427.47,Alimentação,Boleto,Concluído
T000641,C00910,2023-09-07,84.0,Eletrônicos,Pix,Concluído
T000642,C00837,2022-04-01,36.82,Alimentação,Débito,Concluído
T000643,C00571,2023-12-06,42.43,Alimentação,Boleto,Concluído
T000644,C00696,2022-06-15,868.15,Esporte,Boleto,Concluído
T000645,C01514,2023-08-25,279.62,Eletrônicos,Boleto,Concluído
T000646,C00180,2024-04-17,10.88,Moda,Boleto,Concluído
T000647,C00834,2024-04-06,36.77,Casa,Crédito,Concluído
T000648,C01860,2024-02-19,166.29,Casa,Boleto,Concluído
T000649,C01548,2023-03-14,58.24,Eletrônicos,Crédito,Concluído
T000650,C01483,2022-02-20,406.98,Alimentação,Crédito,Concluído
T000651,C01092,2023-11-09,212.87,Alimentação,Crédito,Concluído
T000652,C01963,2023-11-17,237.1,Moda,Crédito,Concluído
T000653,C01353,2024-01-09,155.36,Eletrônicos,Débito,Concluído
T000654,C00202,2022-09-23,73.95,Casa,Crédito,Concluído
T000655,C01499,2023-06-05,222.54,Moda,Crédito,Concluído
T000656,C01542,2022-03-28,315.55,Eletrônicos,Pix,Concluído
T000657,C01039,2023-08-29,115.89,Eletrônicos,Débito,Concluído
T000658,C01066,2022-02-21,175.77,Eletrônicos,Boleto,Concluído
T000659,C00543,2022-06-28,457.65,Esporte,Crédito,Concluído
T000660,C00982,2022-10-05,40.24,Moda,Crédito,Concluído
T000661,C01717,2022-08-27,196.99,Eletrônicos,Débito,Concluído
T000662,C00774,2023-08-08,107.09,Moda,Pix,Concluído
T000663,C01313,2022-12-05,303.33,Casa,Boleto,Cancelado
T000664,C01949,2022-03-13,4.75,Eletrônicos,Boleto,Concluído
T000665,C01557,2023-01-09,277.52,Alimentação,Débito,Concluído
T000666,C01916,2023-08-03,27.15,Eletrônicos,Débito,Concluído
T000667,C00694,2023-06-01,16.74,Eletrônicos,Pix,Cancelado
T000668,C01720,2024-04-30,322.4,Moda,Débito,Concluído
T000669,C01268,2022-08-26,255.65,Moda,Pix,Concluído
T000670,C01886,2023-04-11,563.3,Esporte,Pix,Concluído
T000671,C01685,2022-05-01,183.31,Eletrônicos,Crédito,Concluído
T000672,C01792,2023-02-17,188.77,Casa,Boleto,Concluído
T000673,C00612,2023-12-24,306.91,Moda,Boleto,Concluído
T000674,C01591,2024-02-13,97.67,Esporte,Crédito,Concluído
T000675,C01722,2024-04-16,9.4,Alimentação,Boleto,Concluído
T000676,C01856,2023-07-24,65.36,Alimentação,Débito,Concluído
T000677,C01622,2022-02-12,67.96,Esporte,Crédito,Concluído
T000678,C01198,2023-05-19,102.24,Alimentação,Pix,Concluído
T000679,C01558,2022-07-16,718.21,Eletrônicos,Pix,Concluído
T000680,C01533,2022-03-13,408.49,Moda,Débito,Concluído
T000681,C00244,2022-04-01,687.05,Casa,Boleto,Concluído
T000682,C00060,2023-07-03,1644.54,Alimentação,Débito,Cancelado
T000683,C00104,2023-05-06,142.19,Eletrônicos,Crédito,Concluído
T000684,C00651,2024-04-05,64.39,Moda,Débito,Concluído
T000685,C01327,2024-01-19,205.25,Eletrônicos,Débito,Concluído
T000686,C01695,2023-01-18,532.44,Eletrônicos,Débito,Concluído
T000687,C01011,2024-03-15,156.71,Moda,Pix,Concluído
T000688,C01768,2023-04-11,176.0,Alimentação,Crédito,Concluído
T000689,C00077,2022-06-03,36.09,Alimentação,Boleto,Cancelado
T000690,C01042,2022-06-19,136.38,Eletrônicos,Pix,Concluído
T000691,C01558,2022-09-29,122.35,Esporte,Pix,Cancelado
T000692,C01208,2022-04-20,108.35,Alimentação,Débito,Cancelado
T000693,C01681,2022-05-31,545.75,Eletrônicos,Pix,Concluído
T000694,C01574,2023-03-07,15.28,Casa,Crédito,Concluído
T000695,C01305,2023-03-27,895.21,Casa,Crédito,Concluído
T000696,C01312,2023-10-05,2.07,Esporte,Boleto,Concluído
T000697,C01679,2024-02-19,727.82,Eletrônicos,Crédito,Concluído
T000698,C01549,2022-01-23,198.54,Casa,Pix,Concluído
T000699,C00698,2023-01-02,303.04,Alimentação,Boleto,Concluído
T000700,C01498,2023-10-13,51.8,Eletrônicos,Pix,Cancelado
T000701,C00946,2024-03-30,265.48,Esporte,Pix,Concluído
T000702,C00267,2022-08-27,534.18,Esporte,Crédito,Cancelado
T000703,C00781,2023-03-10,37.55,Alimentação,Crédito,Concluído
T000704,C00609,2023-12-05,33.98,Casa,Boleto,Concluído
T000705,C00946,2022-05-07,90.59,Casa,Crédito,Concluído
T000706,C01381,2023-06-25,44.1,Esporte,Pix,Concluído
T000707,C01830,2023-09-25,29.31,Moda,Boleto,Concluído
T000708,C01025,2022-07-17,283.55,Esporte,Boleto,Concluído
T000709,C01831,2023-11-17,60.14,Esporte,Boleto,Concluído
T000710,C01051,2023-10-18,274.91,Eletrônicos,Crédito,Cancelado
T000711,C00548,2023-04-27,495.0,Alimentação,Boleto,Reembolsado
T000712,C00160,2022-06-28,263.91,Eletrônicos,Crédito,Concluído
T000713,C00937,2024-05-18,31.78,Esporte,Débito,Concluído
T000714,C00399,2023-06-07,213.08,Eletrônicos,Boleto,Concluído
T000715,C00543,2023-10-13,125.07,Casa,Pix,Concluído
T000716,C00127,2023-03-13,105.16,Esporte,Pix,Concluído
T000717,C01798,2024-02-04,95.88,Casa,Boleto,Concluído
T000718,C01881,2024-05-06,662.8,Casa,Crédito,Concluído
T000719,C01009,2022-11-10,339.19,Alimentação,Débito,Concluído
T000720,C00948,2022-01-19,35.92,Casa,Débito,Concluído
T000721,C00210,2022-06-09,161.57,Eletrônicos,Crédito,Reembolsado
T000722,C00150,2024-03-28,95.76,Eletrônicos,Boleto,Concluído
T000723,C00031,2022-05-02,953.48,Moda,Débito,Cancelado
T000724,C00612,2022-03-13,954.51,Alimentação,Crédito,Concluído
T000725,C01865,2022-02-24,96.24,Moda,Pix,Concluído
T000726,C00302,2023-04-05,108.51,Casa,Boleto,Concluído
T000727,C00963,2022-06-18,228.71,Esporte,Débito,Cancelado
T000728,C00865,2023-09-03,163.15,Eletrônicos,Boleto,Concluído
T000729,C01755,2023-08-05,59.91,Esporte,Boleto,Concluído
T000730,C00765,2022-05-29,270.01,Moda,Boleto,Concluído
T000731,C00683,2023-09-21,101.66,Moda,Boleto,Concluído
T000732,C00257,2022-01-26,265.12,Eletrônicos,Débito,Concluído
T000733,C00940,2022-09-05,121.0,Moda,Débito,Concluído
T000734,C01081,2024-06-15,301.17,Esporte,Crédito,Cancelado
T000735,C00009,2023-12-22,275.5,Moda,Pix,Concluído
T000736,C01029,2022-08-15,177.73,Esporte,Débito,Concluído
T000737,C00847,2023-09-18,304.97,Casa,Pix,Concluído
T000738,C01138,2023-12-07,154.49,Alimentação,Pix,Concluído
T000739,C00777,2023-04-29,30.86,Eletrônicos,Débito,Concluído
T000740,C00685,2024-04-12,50.26,Moda,Pix,Concluído
T000741,C00732,2022-01-10,70.59,Eletrônicos,Crédito,Concluído
T000742,C01229,2022-04-05,16.33,Moda,Crédito,Concluído
T000743,C00024,2022-05-01,310.66,Casa,Crédito,Concluído
T000744,C00493,2022-05-06,114.48,Esporte,Pix,Concluído
T000745,C00970,2023-07-03,24.55,Eletrônicos,Boleto,Concluído
T000746,C01706,2022-03-10,428.64,Casa,Boleto,Concluído
T000747,C01430,2022-10-24,287.73,Casa,Crédito,Concluído
T000748,C00103,2023-11-17,150.47,Alimentação,Débito,Concluído
T000749,C01084,2023-05-16,71.06,Casa,Pix,Cancelado
T000750,C01110,2022-02-14,41.14,Alimentação,Crédito,Cancelado
T000751,C00767,2023-09-27,153.29,Casa,Boleto,Concluído
T000752,C01023,2023-01-17,541.24,Esporte,Crédito,Concluído
T000753,C01701,2022-01-27,52.19,Casa,Crédito,Concluído
